EIN,OrgName,State,City,ZIP,TaxYear,TaxPeriodEnd,FormType,FormationYr,Mission,Employees,Volunteers,GrossReceipts,TotalRevenueCY,TotalRevenuePY,ContributionsGrantsCY,ContributionsGrantsPY,ProgramServiceRevCY,ProgramServiceRevPY,InvestmentIncomeCY,OtherRevenueCY,GovernmentGrantsAmt,TotalExpensesCY,TotalExpensesPY,SalariesCY,FundraisingExpCY,ProgramSvcExpenses,NetRevenueCY,NetRevenuePY,TotalAssetsEOY,TotalAssetsBOY,TotalLiabilitiesEOY,TotalLiabilitiesBOY,NetAssetsEOY,NetAssetsBOY,SourceFile,NTEE_CD
043810847,HOUSTON SERENITY PLACE INC,TX,HOUSTON,77091,2018,2018-12-31,990,2005,"TO PROVIDE A CLEAN, SAFE, NURTURING ENVIRONMENT FOR CHILDREN PLACED BY CHILD PROTECTIVE SERVICES.",148.0,,7830266.0,7830266.0,7671461.0,0.0,,7830263.0,7667006.0,0.0,3.0,,5442189.0,4168273.0,3373527.0,0.0,4739541.0,2388077.0,3503188.0,11773439.0,6733589.0,2689884.0,749.0,9083555.0,6732840.0,202000349349300970_public.xml,
222736834,Cape Elizabeth Land Trust,ME,Cape Elizabeth,04107,2018,2019-09-30,990,1985,"The Cape Elizabeth Land Trust permanently conserves and provides stewardship for lands and easements located in Cape Elizabeth, Maine.",4.0,165.0,2597064.0,1889134.0,1996675.0,1876820.0,1988362.0,421.0,2003.0,10873.0,1020.0,3000.0,1251707.0,458927.0,163570.0,228918.0,950309.0,637427.0,1537748.0,3797296.0,3146555.0,197762.0,186173.0,3599534.0,2960382.0,202000349349301000_public.xml,C340
222929525,PERSONAL SERVICES OF AROOSTOOK,ME,PRESQUE ISLE,047690722,2018,2019-06-30,990,1988,"ENSURE THAT EVERY PERSON WITH DEVELOPMENTAL DISABILITIES AND/OR AUTISM HAS OPPORTUNITIES TO LEARN EVERYDAY SKILLS, DEVELOP WORKING SKILLS, AND BE INTEGRATED INTO THE COMMUNITY TO GAIN INDEPENDENCE AND IMPROVE THE QUALITY OF THEIR LIFE.",84.0,10.0,2913590.0,2913590.0,2460498.0,0.0,45.0,2887322.0,2432854.0,2043.0,24225.0,,2686528.0,2365748.0,2147654.0,0.0,2256122.0,227062.0,94750.0,2603276.0,2353130.0,66315.0,71218.0,2536961.0,2281912.0,202000349349301025_public.xml,F30
237218344,CLARK COMMUNITY MENTAL HEALTH,MO,PIERCE CITY,65723,2018,2019-06-30,990,,COMMUNITY BEHAVIORAL HEALTHCARE,160.0,,10254053.0,10254053.0,8888638.0,9311066.0,8123523.0,917355.0,799663.0,25632.0,0.0,9275475.0,10139606.0,7633994.0,7173933.0,0.0,8818906.0,114447.0,1254644.0,7504175.0,7079021.0,874984.0,564277.0,6629191.0,6514744.0,202000349349301050_public.xml,E20Z
262467762,DUNELAND CHARTER SCHOOL INC,IN,PORTER,46304,2018,2019-06-30,990,2008,"OPERATE THE DISCOVERY CHARTER SCHOOL TO FOSTER IN STUDENTS THE PASSION AND CURIOSITY FOR LIFELONG LEARNING, TO DEVELOP THE ABILITY TO THINK CRITICALLY, COMMUNICATE EFFECTIVELY, AND EXCEL ACADEMICALLY THROUGH AN INTEGRATED, PLACE-BASED CURRICULUM.",83.0,100.0,4109444.0,4109444.0,3998115.0,3824469.0,3725576.0,227758.0,211908.0,4901.0,52316.0,3824469.0,4254418.0,4121181.0,2478283.0,0.0,3146964.0,-144974.0,-123066.0,7670762.0,7930044.0,7599294.0,7713602.0,71468.0,216442.0,202000349349301055_public.xml,B99
451511137,VALLEY LIFE CHARTER SCHOOLS INC,CA,VISALIA,93277,2018,2019-06-30,990,2009,EDUCATION,157.0,412.0,7241355.0,7241355.0,6354602.0,7176042.0,6307681.0,41326.0,41206.0,16079.0,7908.0,7176042.0,7405065.0,6519174.0,5210197.0,0.0,5105400.0,-163710.0,-164572.0,1282513.0,1421361.0,397586.0,372724.0,884927.0,1048637.0,202000349349301205_public.xml,B29
510138300,Central Missionary Clearinghouse Inc,TX,Houston,772189228,2018,2019-09-30,990,1974,Promote Christianity Worldwide,8.0,,32184034.0,32184034.0,30916525.0,31636406.0,30428237.0,538824.0,486137.0,8804.0,0.0,,32120369.0,30876873.0,330751.0,0.0,31636406.0,63665.0,39652.0,2546344.0,2159575.0,2198141.0,1875037.0,348203.0,284538.0,202000359349300000_public.xml,
237185772,CIRCUIT PLAYHOUSE INC,TN,MEMPHIS,38104,2018,2019-06-30,990,1969,"TO PRODUCE A CHALLENGING AND DIVERSE REPERTOIRE OF THEATRICAL WORK FOR THE MEMPHIS COMMUNITY, TO PROVIDE A NURTURING ARTISTIC HOME WHERE ARTISTS CAN PRACTICE THEIR CRAFT AND SHARE THEIR TALENT, AND TO MAKE ALL PRODUCTIONS AVAILABLE THROUGH ACCESS, OUTREACH, AND EDUCATIONAL ACTIVITIES.",46.0,100.0,3032788.0,3014387.0,2389249.0,1673546.0,952627.0,1091219.0,1113474.0,96526.0,153096.0,71750.0,2915580.0,2838456.0,1381474.0,130600.0,2087562.0,98807.0,-449207.0,15442859.0,15242836.0,467838.0,366622.0,14975021.0,14876214.0,202000359349300005_public.xml,A65Z
912104700,PINELLAS PREPARATORY ACADEMY INC,FL,LARGO,337714010,2018,2019-06-30,990,2000,"PINELLAS PREPARATORY ACADEMY, INC. STRIVES TO PROVIDE A CREATIVE AND POSITIVE ENVIRONMENT FOR EMOTIONALLY MATURE CHILDREN. OUR EXCELLENT FACULTY SHARES WITH PARENTS AND THE COMMUNITY THE RESPONSIBILITY TO PREPARE EACH CHILD FOR SECONDARY SCHOOL AND BEYOND.",101.0,,6611808.0,6611808.0,6819614.0,62828.0,96438.0,6544897.0,6722514.0,4083.0,0.0,,6223882.0,5898052.0,4112892.0,0.0,4730661.0,387926.0,921562.0,21607814.0,11285396.0,18816259.0,8881767.0,2791555.0,2403629.0,202000359349300030_public.xml,B29
910886081,OLALLA RECOVERY CENTERS,WA,OLALLA,98359,2018,2019-06-30,990,1972,PROVIDE EDUCATION & TREATMENT TO INDIVIDUALS AND COMMUNITY REGARDING ALCOHOLISM & DRUG DEPENDENCIES.,56.0,10.0,3861654.0,3861654.0,3400069.0,2589.0,0.0,3705627.0,3380093.0,2245.0,151193.0,,3403147.0,3110163.0,2121456.0,0.0,2358119.0,458507.0,289906.0,3000754.0,2530091.0,420035.0,407879.0,2580719.0,2122212.0,202000359349300040_public.xml,F22Z
610608104,GIRL SCOUTS OF KENTUCKY'S WILDERNESS,KY,LEXINGTON,40505,2018,2019-09-30,990,1963,"GIRL SCOUTS OF KENTUCKY'S WILDERNESS ROAD COUNCIL, INC. PROVIDES A QUALITY, CONTEMPORARY PROGRAM DESIGNED TO HELP ALL GIRLS DEVELOP SKILLS, VALUES, AND SELF-ESTEEM IN A PLURALISTIC ENVIRONMENT, WHILE ENABLING EACH TO ACHIEVE HER FULL POTENTIAL AND A JOY FOR LIVING",77.0,2441.0,5926865.0,3289478.0,3403793.0,206886.0,261727.0,110487.0,113200.0,21802.0,2950303.0,,3748523.0,3477427.0,2229331.0,255126.0,3247319.0,-459045.0,-73634.0,7153664.0,7606335.0,391025.0,425161.0,6762639.0,7181174.0,202000359349300225_public.xml,
300627217,FRIENDS OF CANAAN INC,IN,CANAAN,47224,2018,2019-06-30,990,2011,"THE MISSION OF CANAAN COMMUNITY ACADEMY IS TO PROVIDE EACH STUDENT WITH THE OPPORTUNITY TO REACH HIS OR HER POTENTIAL, PERSONALLY AND ACADEMICALLY, TO BECOME A PRODUCTIVE AND RESPONSIBLE CITIZEN IN A GLOBAL WORLD.",34.0,25.0,1304039.0,1304039.0,1047566.0,1245325.0,1005667.0,7968.0,23970.0,0.0,50746.0,1237087.0,1224403.0,1008067.0,834833.0,0.0,942596.0,79636.0,39499.0,409220.0,241144.0,161560.0,73120.0,247660.0,168024.0,202000359349300235_public.xml,B24
136003018,ASSOCIATION OF THE BAR OF THE,NY,NEW YORK,100366690,2018,2019-04-30,990,1946,"THE CITY BAR FUND, THE 501(C)(3) AFFILIATE OF THE NEW YORK CITY BAR ASSOCIATION, UNDERTAKES PUBLIC SERVICE, EDUCATION, POLICY ADVOCACY AND RESEARCH ACTIVITIES.",60.0,2397.0,12508494.0,9595087.0,6375826.0,9205327.0,5142960.0,96403.0,56512.0,293357.0,0.0,2337724.0,5600228.0,5833801.0,4316251.0,350947.0,4849001.0,3994859.0,542025.0,15073562.0,11009083.0,615966.0,619364.0,14457596.0,10389719.0,202000359349300325_public.xml,V26
046139571,EDUCATIONAL FOUNDATION OF MSCPA'S,MA,BOSTON,021111726,2018,2019-04-30,990,1965,"THE EDUCATIONAL FOUNDATION OF THE MSCPA SUPPORTS THE CONTINUING PROFESSIONAL EDUCATION OF MEMBERS OF THE MSCPA, AS WELL AS NON-MEMBERS, BY PROVIDING SEMINARS, CONFERENCES, AND OTHER OFFERINGS WHICH ASSIST IN FULFILLING THE CERTIFICATION REQUIREMENTS REGARDING EDUCATION FOR CPA'S. IN ADDITION, THE FOUNDATION PROVIDES SCHOLARSHIPS, GRANTS, AND OTHER AWARDS TO RECOGNIZE AND ENCOURAGE STUDENTS WHO ARE ACTIVELY PURSUING A CAREER IN ACCOUNTING.",0.0,15.0,2159348.0,2145015.0,1950011.0,192486.0,145464.0,1953950.0,1805923.0,1442.0,-2863.0,,2005835.0,1943262.0,0.0,11530.0,1817887.0,139180.0,6749.0,741445.0,572330.0,487862.0,457927.0,253583.0,114403.0,202000359349300330_public.xml,
161563195,MCMAHONRYAN CHILD ADVOCACY SITE INC,NY,SYRACUSE,13202,2018,2019-06-30,990,2000,"TO END CHILD ABUSE THROUGH INTERVENTION AND EDUCATION. THE ORGANIZATION OFFERS A SAFE, CHILD-FRIENDLY PROCESS FOR ABUSED CHILDREN AND THEIR FAMILIES, SUPPORTED BY A COMMITTED, PROFESSIONAL TEAM SPECIALIZING IN THE INVESTIGATION, PROSECUTION AND TREATMENT OF CHILD ABUSE.",27.0,207.0,2183046.0,1986167.0,1797419.0,1576945.0,1532035.0,0.0,35178.0,44667.0,364555.0,1428840.0,1917803.0,1797694.0,946119.0,80875.0,1750109.0,68364.0,-275.0,2587120.0,2557448.0,80691.0,111245.0,2506429.0,2446203.0,202000359349300335_public.xml,F60
261592592,ANCHORUM ST VINCENT,NM,SANTA FE,87505,2018,2019-06-30,990,2007,"ANCHORUM ST. VINCENT IS A SANTA FE BASED NONPROFIT ORGANIZATION THAT PARTNERS WITH THE INTERNATIONAL HEALTH SYSTEM, CHRISTUS HEALTH, TO PROVIDE ONGOING FINANCIAL AND STRATEGIC SUPPORT FOR CHRISTUS ST. VINCENT REGIONAL MEDICAL CENTER (CSVRMC) AND ENSURES RESIDENTS OF SANTA FE AND NORTHERN NEW MEXICO HAVE ACCESS TO QUALITY HEALTH CARE AND WELLNESS SERVICES. ANCHORUM ST. VINCENT DONATES AND INVESTS IN OTHER LOCAL NONPROFIT PROGRAMS THAT BENEFIT THE HEALTH AND WELLNESS OF OUR COMMUNITY.",10.0,6.0,48297378.0,13489932.0,16462626.0,0.0,0.0,4897830.0,4177658.0,8592102.0,0.0,,8446949.0,8941094.0,1633646.0,0.0,6744666.0,5042983.0,7521532.0,141074536.0,136404067.0,25044219.0,22709789.0,116030317.0,113694278.0,202000359349300340_public.xml,E11
314379445,THE COLUMBUS ACADEMY,OH,GAHANNA,43230,2018,2019-06-30,990,1911,SEE SCHEDULE O,816.0,874.0,40942929.0,40412449.0,34688970.0,7606757.0,3975956.0,29378677.0,27507203.0,3275442.0,151573.0,1526911.0,35085252.0,33506426.0,20906482.0,629908.0,28841508.0,5327197.0,1182544.0,94806731.0,87948247.0,20020745.0,16459771.0,74785986.0,71488476.0,202000359349300400_public.xml,B200
311217994,HABITAT FOR HUMANITY - MID OHIO,OH,COLUMBUS,43229,2018,2019-06-30,990,1987,"SEEKING TO PUT GOD'S LOVE INTO ACTION, HABITAT FOR HUMANITY-MIDOHIO BRINGS PEOPLE TOGETHER TO INSPIRE HOPE, BUILD HOMES, EMPOWER FAMILIES, AND DEVELOP COMMUNITIES.",69.0,4922.0,8701237.0,8481458.0,8970670.0,3575154.0,4939690.0,2804029.0,2008853.0,5858.0,2096417.0,758030.0,8363010.0,7058892.0,3516477.0,871599.0,6778328.0,118448.0,1911778.0,18354196.0,15992809.0,5301076.0,3095637.0,13053120.0,12897172.0,202000359349300410_public.xml,
251180898,FAYETTE COUNTY COMMUNITY ACTION,PA,UNIONTOWN,15401,2018,2019-06-30,990,1966,"TO PROVIDE PROGRAMS THAT WILL ENABLE LOW INCOME INDIVIDUALS TO ATTAIN THE NECESSARY SKILLS, KNOWLEDGE, AND MOTIVATION NEEDED TO BECOME SELF-SUFFICIENT.",143.0,1577.0,11124724.0,11124724.0,10929315.0,9686680.0,9748665.0,583748.0,528283.0,90880.0,763416.0,5406475.0,10360098.0,9220060.0,3284697.0,30847.0,9190674.0,764626.0,1709255.0,10526249.0,9989532.0,3397604.0,3625513.0,7128645.0,6364019.0,202000359349300420_public.xml,P20Z
521801200,THE MENTAL HEALTH CENTER OF WESTERN,MD,HAGERSTOWN,217405852,2018,2019-06-30,990,1992,"TO ENHANCE THE QUALITY OF LIFE FOR RESIDENTS OF THE TRI-STATE AND WESTERN MARYLAND AREAS BY PROVIDING THE HIGHEST STANDARD OF PREVENTIVE, THERAPEUTIC, AND REHABILITATIVE PSYCHIATRIC SERVICES.",64.0,8.0,3295122.0,3295122.0,3172620.0,0.0,,3161478.0,3147613.0,133644.0,0.0,,3121807.0,2975015.0,2367915.0,0.0,2449278.0,173315.0,197605.0,6590578.0,6571736.0,682665.0,850960.0,5907913.0,5720776.0,202000359349300435_public.xml,F32Z
582015872,NEW HANOVER REGIONAL MEDICAL,NC,WILMINGTON,284017407,2018,2019-09-30,990,1992,"THE PURPOSE OF THE CORPORATION IS TO RENDER SERVICE TO THE NEW HANOVER REGIONAL MEDICAL CENTER (AN EXEMPT ORGANIZATION UNDER INTERNAL REVENUE CODE SECTION 501(C)(3)) AND ITS PATIENTS AND THE FAMILIES OF ITS PATIENTS. THE FUNDS OF THE CORPORATION, IN EXCESS OF EXPENSES, SHALL BE USED SOLELY TO SUPPORT NEW HANOVER REGIONAL MEDICAL CENTER (NHRMC) AND ITS RELATED ACTIVITIES AND SERVICES.",0.0,900.0,1913902.0,1141625.0,987991.0,86386.0,57658.0,397380.0,358536.0,815.0,657044.0,,1275380.0,1093555.0,666004.0,35343.0,1111552.0,-133755.0,-105564.0,3993499.0,4037927.0,132425.0,178540.0,3861074.0,3859387.0,202000359349300500_public.xml,
200267588,ROBERT W WOODRUFF LIBRARY INC,GA,ATLANTA,30314,2018,2019-06-30,990,2004,"Provide the highest level of information resources and services in support of student and faculty success, and cultural preservation of the Atlanta University Center",88.0,3.0,22445610.0,11303437.0,10580170.0,736484.0,131299.0,10025950.0,9930350.0,391169.0,149834.0,,12872741.0,12259203.0,4801488.0,524971.0,10785695.0,-1569304.0,-1679033.0,35703683.0,37975239.0,853173.0,1606073.0,34850510.0,36369166.0,202000359349300525_public.xml,B70
472335735,FINGER LAKES PERFORMING PROVIDER SYSTEM,NY,ROCHESTER,14623,2018,2019-03-31,990,2014,"FLPPS IS RESPONSIBLE FOR IMPLEMENTATION OF THE DELIVERY SYSTEM REFORM INCENTIVE PAYMENT (""DSRIP"") PROGRAM WITHIN THE 13 COUNTY FINGER LAKES REGION OF NEW YORK STATE.",48.0,125.0,79040471.0,79040471.0,64700348.0,75833082.0,63713271.0,746514.0,0.0,2444939.0,15936.0,75833082.0,76781725.0,63777836.0,5104868.0,0.0,74901499.0,2258746.0,922512.0,151737735.0,110608999.0,148495335.0,110703998.0,3242400.0,-94999.0,202000359349300600_public.xml,E99
592494440,LOAVES AND FISHES SOUP KITCHEN INC,FL,PENSACOLA,32596,2018,2019-09-30,990,1984,PROVIDE FOOD AND ASSISTANCE TO THE NEEDY,30.0,,1074321.0,1074321.0,1281318.0,986307.0,1260110.0,88014.0,,0.0,0.0,160891.0,1116980.0,1314992.0,460336.0,8366.0,1020619.0,-42659.0,-33674.0,1709086.0,1745132.0,26053.0,19440.0,1683033.0,1725692.0,202000359349300605_public.xml,
066010477,THE ARC NEW LONDON COUNTY INC,CT,NORWICH,06360,2018,2019-06-30,990,1952,"TO PROVIDE EDUCATIONAL, VOCATIONAL, RECREATIONAL AND SOCIAL PROGRAMS DESIGNED TO FULLY INTEGRATE INDIVIDUALS WITH INTELLECTUAL DISABILITIES INTO THE COMMUNITY.",472.0,0.0,13293195.0,13249371.0,11823306.0,11521544.0,10176645.0,1547784.0,1629982.0,5575.0,174468.0,11217391.0,13319736.0,11558993.0,10193256.0,6792.0,11470082.0,-70365.0,264313.0,6157065.0,6175347.0,3494310.0,3442227.0,2662755.0,2733120.0,202000359349300615_public.xml,
237235755,COMMUNITY SERVICE COUNCIL OF NORTHERN WILL COUNTY,IL,Bolingbrook,60440,2018,2019-06-30,990,1973,"Community Service Council of Northern Will County is a social service agency that provided family and individual clinical counseling, housing counseling, domestic violence and anger management group sessions and DUI evaluations.",13.0,11.0,1670207.0,1590279.0,1515649.0,546738.0,451872.0,985208.0,1025224.0,224.0,58109.0,476890.0,1697424.0,1617230.0,527518.0,20508.0,1371093.0,-107145.0,-101581.0,580162.0,720674.0,23924.0,59418.0,556238.0,661256.0,202000359349300625_public.xml,S80Z
042701621,INDEPENDENCE ASSOCIATES INC,MA,EAST BRIDGEWATER,02333,2018,2019-09-30,990,1980,"SINCE 1980, IA HAS WORKED WITH PEOPLE WITH DISABILITIES PROVIDING THE RESOURCES WHICH ENABLE THEM TO LIVE AS INDEPENDENTLY AS THEY WISH IN THE SETTING THAT THEY CHOOSE. LIVING INDEPENDENTLY IS ABOUT DIGNITY, FREEDOM AND OVERCOMING THE BARRIERS WHICH STILL EXIST TODAY FOR PERSONS WITH DISABILITIES. AS A CROSS AGE, CROSS CULTURAL AND CROSS DISABILITY ORGANIZATION, IA WORKS TO PROVIDE RESOURCES TO ANY PERSON WITH A DISABILITY LIVING WITHIN THE COMMUNITIES WE SERVE.",56.0,1.0,1686578.0,1686578.0,1514775.0,1276.0,6237.0,1682243.0,1505670.0,0.0,3059.0,1250.0,1615228.0,1512672.0,1141833.0,0.0,1519626.0,71350.0,2103.0,635572.0,557638.0,173550.0,166966.0,462022.0,390672.0,202000359349300805_public.xml,P820
841261601,FRONT RANGE CHRISTIAN SCHOOL,CO,LITTLETON,80127,2018,2019-06-30,990,,FRONT RANGE CHRISTIAN SCHOOL'S MISSION IS DEDICATED TO INSTRUCTING AND EQUIPPING CHILDREN FOR LIFE LONG LEARNING AND FOR MINISTERING CHRIST'S REDEMPTIVE LOVE TO A FALLEN WORLD.,129.0,104.0,5549205.0,5064115.0,4854494.0,580778.0,396486.0,4220399.0,3946888.0,2711.0,260227.0,,4647231.0,4639242.0,2717735.0,58680.0,3981311.0,416884.0,215252.0,11181886.0,11061906.0,9747979.0,10044883.0,1433907.0,1017023.0,202000359349300810_public.xml,B200
202836756,NSU FACILITIES CORPORATION,LA,THIBODAUX,70301,2018,2019-06-30,990,2002,"TO PROMOTE, ASSIST AND BENEFIT THE MISSION OF NICHOLLS STATE UNIVERSITY THROUGH THE ACQUISITION, DEVELOPMENT, MANAGEMENT, LEASING AS LESSOR OR LESSEE, MORTGAGING AND/OR CONVEYING STUDENT HOUSING AND FACILITIES ON THE CAMPUS OF THE UNIVERSITY.",0.0,0.0,6063197.0,6063197.0,5635633.0,0.0,0.0,5934219.0,5544208.0,128978.0,0.0,,6635252.0,7068138.0,0.0,0.0,6602741.0,-572055.0,-1432505.0,53862316.0,56913026.0,68591489.0,68666144.0,-14729173.0,-11753118.0,202000359349300815_public.xml,B114
541626038,DONATE LIFE AMERICA,VA,RICHMOND,23219,2018,2019-09-30,990,1992,"DONATE LIFE AMERICA LEADS THE ORGAN, EYE AND TISSUE TRANSPLANT COMMUNITY IN EFFORTS TO EDUCATE THE AMERICAN PUBLIC ON THE NEED FOR DONATION AND MOTIVATING THE PUBLIC TO MAKE AN ACTIONABLE DONOR DESIGNATION.",10.0,200.0,2898367.0,2408576.0,2073801.0,1962412.0,1545133.0,107882.0,123140.0,23061.0,315221.0,,1964438.0,1825259.0,1147941.0,84093.0,1749022.0,444138.0,248542.0,2048268.0,1596052.0,262986.0,282035.0,1785282.0,1314017.0,202000359349300825_public.xml,Z99Z
940276025,CALIFORNIA COASTAL RURAL DEVELOPMENT,CA,SALINAS,93901,2018,2019-06-30,990,1982,"CALIFORNIA COASTAL RURAL DEVELOPMENT CORPORATION IS DEDICATED TO PROVIDING FINANCING TO SMALL FARMERS AND BUSINESSES THROUGHOUT CALIFORNIA. OUR MISSION IS TO ASSIST THESE ENTERPRISES TO GROW, THRIVE AND PROSPER ENABLING THE OVERALL ECONOMIC DEVELOPMENT OF OUR UNDERSERVED COMMUNITIES.",18.0,36.0,3974047.0,3974047.0,3558387.0,292580.0,10000.0,3681467.0,3548387.0,0.0,0.0,292580.0,3837750.0,3370687.0,1480536.0,0.0,3103204.0,136297.0,187700.0,13425946.0,15765394.0,9676450.0,12152195.0,3749496.0,3613199.0,202000359349300900_public.xml,S30
811377870,BRIDGE CHARTER ACADEMY,OR,LOWELL,97452,2018,2019-06-30,990,,OPERATION OF A CHARTER SCHOOL PROVIDING EDUCATION SERVICES TO STUDENTS IN GRADES KINDERGARTEN THROUGH TWELVE.,2.0,3.0,2832870.0,2832870.0,2928844.0,223059.0,151699.0,2607949.0,2776632.0,1361.0,501.0,222620.0,2549330.0,2295224.0,292249.0,0.0,2549330.0,283540.0,633620.0,1328394.0,904875.0,198002.0,58023.0,1130392.0,846852.0,202000359349300905_public.xml,B29
900915846,CHALKBEAT INC,NY,NEW YORK,10001,2018,2019-06-30,990,2012,"CHALKBEAT'S MISSION IS TO INFORM THE DECISIONS AND ACTIONS THAT LEAD TO BETTER OUTCOMES FOR CHILDREN AND FAMILIES BY PROVIDING DEEP, LOCAL COVERAGE OF EDUCATION POLICY AND PRACTICE.",60.0,5.0,6978935.0,6877978.0,6667478.0,6767283.0,6553789.0,5808.0,7732.0,183.0,104704.0,,6043995.0,3993659.0,4967346.0,613689.0,4669118.0,833983.0,2673819.0,6188620.0,5305081.0,109224.0,59668.0,6079396.0,5245413.0,202000359349300920_public.xml,B90
591491258,ARTHUR I MEYER JEWISH ACADEMY INC,FL,PALM BEACH GARDENS,33418,2018,2019-06-30,990,1973,"THE ARTHUR I. MEYER JEWISH ACADEMY IS DEDICATED TO PROVIDING EACH OF OUR STUDENTS WITH AN EXCELLENT GENERAL STUDIES AND JEWISH STUDIES EDUCATION WITHIN THE FRAMEWORK OF A PERVASIVELY JEWISH ENVIRONMENT.THROUGH A COORDINATED STAFF REPORT, WE IMPLEMENT PROGRAMS THAT STRESS KNOWLEDGE ACQUISITION, INFORMATION PROCESSING, SOCIAL INTERACTION AND PERSONAL DEVELOPMENT. INTELLECTUAL GROWTH, EMOTIONAL SECURITY, PHYSICAL WELL BEING AND SPIRITUALITY ARE OUR PRINCIPAL CONCERN IN THE DEVELOPMENT OF THE ""WHOLE CHILD.""AT THE ARTHUR I. MEYER JEWISH ACADEMY STUDENTS ACQUIRE THE KNOWLEDGE AND SKILLS, AND DEVELOP THE ATTITUDES THEY WILL NEED, FOR A CREATIVE AND CONSTRUCTIVE LIFE-LONG MEMBERSHIP IN AMERICAN SOCIETY AND IN THE JEWISH COMMUNITY.",60.0,25.0,3479795.0,3479795.0,3670653.0,516768.0,922604.0,2903660.0,2724256.0,59367.0,0.0,,4290513.0,4487889.0,2433767.0,1405.0,3531527.0,-810718.0,-817236.0,2765751.0,3514832.0,923456.0,861819.0,1842295.0,2653013.0,202000359349301000_public.xml,B24Z
383236052,CLARK RETIREMENT COMMUNITY FOUNDATION,MI,GRAND RAPIDS,495063331,2018,2019-04-30,990,1995,"TO RECEIVE AND ADMINISTER FUNDS TO FURTHER THE MISSION OF CLARK RETIREMENT COMMUNITY, INC.",0.0,14.0,4738791.0,3243989.0,2716565.0,2711858.0,2083033.0,0.0,0.0,531511.0,620.0,,1974160.0,2528362.0,0.0,185324.0,1614616.0,1269829.0,188203.0,12675050.0,12141278.0,281608.0,1014272.0,12393442.0,11127006.0,202000359349301005_public.xml,E83Z
581502908,CAROLINA REGIONAL VOLLEYBALL ASSOCIATION,NC,CLEMMONS,27012,2018,2019-09-30,990,1982,TO PROMOTE THE SPORT OF VOLLEYBALL IN NORTH CAROLINA.,4.0,9.0,1171363.0,1171363.0,1091163.0,705.0,2920.0,1163255.0,1083449.0,4891.0,2512.0,,1153347.0,1095603.0,160403.0,0.0,889509.0,18016.0,-4440.0,404560.0,386544.0,0.0,0.0,404560.0,386544.0,202000359349301010_public.xml,
371250364,HABITAT FOR HUMANITY OF SANGAMON COUNTY,IL,SPRINGFIELD,62703,2018,2019-06-30,990,1989,"TO PROVIDE DECENT, QUALITY AND AFFORDABLE HOUSING TO NEEDY FAMILIES IN SANGAMON COUNTY.",29.0,2468.0,2093368.0,2075404.0,2114570.0,885798.0,877758.0,387263.0,170000.0,434.0,801909.0,73456.0,1975676.0,1822255.0,665588.0,112324.0,1766832.0,99728.0,292315.0,2837101.0,2855752.0,1089109.0,1165429.0,1747992.0,1690323.0,202000359349301015_public.xml,
261797336,CLIMATE CENTRAL INC,NJ,PRINCETON,08542,2018,2018-12-31,990,2008,COMMUNICATE THE SCIENCE AND EFFECTS OF CLIMATE CHANGE TO THE PUBLIC AND DECISION-MAKERS.,38.0,0.0,8959161.0,8959161.0,7213418.0,8660938.0,6827019.0,122849.0,188629.0,1314.0,174060.0,479256.0,6096039.0,8153604.0,4295774.0,946398.0,4536583.0,2863122.0,-940186.0,4233891.0,2160941.0,1088063.0,1878235.0,3145828.0,282706.0,202000359349301025_public.xml,U20
381366932,CLARK RETIREMENT COMMUNITY INC,MI,GRAND RAPIDS,495063331,2018,2019-04-30,990,1906,"TO PROVIDE RETIREMENT HOUSING, HEALTHCARE, AND RELATED SERVICES TO RESIDENTS AND CLIENTS.",304.0,788.0,19866629.0,19839636.0,24235260.0,1296402.0,1934952.0,18056907.0,21786339.0,-7358.0,493685.0,,22432573.0,23896870.0,9493665.0,542074.0,17213599.0,-2592937.0,338390.0,55985560.0,48442215.0,41081120.0,32596249.0,14904440.0,15845966.0,202000359349301100_public.xml,L220
020342104,DISABILITY RIGHTS CENTER - NH INC,NH,CONCORD,033014913,2018,2019-09-30,990,1978,THE CENTER IS DEDICATED TO ELIMINATING BARRIERS EXISTING IN THE STATE OF NEW HAMPSHIRE TO THE FULL AND EQUAL ENJOYMENT OF CIVIL AND OTHER LEGAL RIGHTS BY PEOPLE WITH DISABILITIES.,18.0,3.0,1455759.0,1455759.0,1402568.0,1389193.0,1290903.0,33764.0,80351.0,32802.0,0.0,1255323.0,1359536.0,1417612.0,1103709.0,9036.0,1288267.0,96223.0,-15044.0,1828898.0,1710672.0,86707.0,72019.0,1742191.0,1638653.0,202000359349301215_public.xml,P80Z
