EIN,OrgName,State,City,ZIP,TaxYear,TaxPeriodEnd,FormType,FormationYr,Mission,Employees,Volunteers,GrossReceipts,TotalRevenueCY,TotalRevenuePY,ContributionsGrantsCY,ContributionsGrantsPY,ProgramServiceRevCY,ProgramServiceRevPY,InvestmentIncomeCY,OtherRevenueCY,GovernmentGrantsAmt,TotalExpensesCY,TotalExpensesPY,SalariesCY,FundraisingExpCY,ProgramSvcExpenses,NetRevenueCY,NetRevenuePY,TotalAssetsEOY,TotalAssetsBOY,TotalLiabilitiesEOY,TotalLiabilitiesBOY,NetAssetsEOY,NetAssetsBOY,SourceFile
237362463,DOULOS MINISTRIES INC,MO,INDEPENDENCE,64058,2017,2018-08-31,990,1976,SHELTERWOOD: A CHRIST-CENTERED RESIDENTIAL TREATMENT AGENCY OFFERING SUPPORT TO TEENAGERS AND FAMILIES IN TIME OF CRISIS. THE SHELTERWOOD PROGRAM IS LICENSED AS A RESIDENTIAL TREATMENT FACILITY BY THE DEPARTMENT OF SOCIAL SERVICES IN MISSOURI AND HAS BEEN ACCREDITED BY THE COMMISSION ON SCHOOLS OF THE NORTH CENTRAL ASSOCIATION OF COLLEGES AND SCHOOLS.,138.0,,5227848.0,3357848.0,10921169.0,1029770.0,6910349.0,2990464.0,3825553.0,-731067.0,68681.0,,5924476.0,5554488.0,3298803.0,88624.0,5458456.0,-2566628.0,5366681.0,15787641.0,18272528.0,328162.0,163694.0,15459479.0,18108834.0,201900439349300515_public.xml
481022361,WICHITA COMMUNITY FOUNDATION,KS,WICHITA,672024801,2017,2018-06-30,990,1986,"TO RECEIVE AND ACCEPT PROPERTY TO BE ADMINISTERED EXCLUSIVELY FOR CHARITABLE PURPOSES, PRIMARILY IN, OR FOR THE BENEFIT OF, THE COMMUNITY OF WICHITA, KANSAS AND SOUTHCENTRAL KANSAS AND TO DISTRIBUTE PROPERTY TO QUALIFIED CHARITABLE ORGANIZATIONS OR FOR CHARITABLE PURPOSES.",8.0,0.0,25301782.0,17410632.0,6333141.0,14632182.0,4029513.0,0.0,0.0,2187331.0,591119.0,,5446431.0,6398751.0,539489.0,203245.0,4875761.0,11964201.0,-65610.0,79773789.0,67295646.0,12592248.0,12728856.0,67181541.0,54566790.0,201900439349300730_public.xml
810300902,EASTERN MONTANA COMMUNITY MENTAL,MT,MILES CITY,59301,2017,2018-06-30,990,1975,PROVIDE MENTAL HEALTH SERVICES,123.0,,4667132.0,4667132.0,4854399.0,11393.0,5922.0,4614499.0,4794221.0,4927.0,36313.0,,4869057.0,4723225.0,3834514.0,0.0,4406255.0,-201925.0,131174.0,3627378.0,4101894.0,1164906.0,1437497.0,2462472.0,2664397.0,201900439349301080_public.xml
742762542,FEEDING TEXAS,TX,AUSTIN,78704,2017,2018-09-30,990,1995,TO LEAD A UNIFIED EFFORT FOR A HUNGER-FREE TEXAS.,25.0,21.0,25439568.0,25439568.0,21501648.0,22205137.0,17014727.0,3234431.0,4486765.0,0.0,0.0,15721796.0,27109288.0,19350675.0,1571815.0,8208.0,26717921.0,-1669720.0,2150973.0,4794905.0,5886881.0,3537991.0,2960247.0,1256914.0,2926634.0,201900439349301085_public.xml
840622660,NORTH RANGE BEHAVIORAL HEALTH,CO,GREELEY,80631,2017,2018-06-30,990,1971,"NORTH RANGE BEHAVIORAL HEALTH IS DEDICATED TO PROVIDING PROFESSIONAL, COMPREHENSIVE MENTAL HEALTH AND SUBSTANCE USE DISORDER SERVICES",571.0,4.0,31223303.0,31220708.0,29009112.0,10941120.0,8662901.0,19429360.0,19730063.0,165634.0,684594.0,9883317.0,30855873.0,27108075.0,23381536.0,19171.0,27497374.0,364835.0,1901037.0,28615755.0,28419572.0,7420176.0,7658751.0,21195579.0,20760821.0,201900439349301110_public.xml
541464802,GREATER LYNCHBURG HABITAT,VA,LYNCHBURG,24501,2017,2018-06-30,990,1988,PROVIDE LOW-INCOME FAMILIES WITH AFFORDABLE HOUSING.,10.0,,1350260.0,1321692.0,1297176.0,419956.0,349158.0,537551.0,573741.0,2013.0,362172.0,53320.0,1187663.0,1163360.0,447599.0,32651.0,1024147.0,134029.0,133816.0,3053760.0,2969163.0,392038.0,441470.0,2661722.0,2527693.0,201900439349301145_public.xml
201917517,HEADING HOME,NM,ALBUQUERQUE,87107,2017,2018-06-30,990,2004,"THE STATED PURPOSE OF HEADING HOME IS TO MAKE THE EXPERIENCE OF HOMELESSNESS RARE, SHORT-LIVED AND NONRECURRING. IT ACCOMPLISHES ITS MISSION THROUGH OPERATION OF SIX PROGRAMS THAT PROVIDE EMERGENCY HOUSING, TRANSITIONAL SERVICES AND PERMANENT HOUSING FOR HOMELESS POPULATIONS.",152.0,168.0,5109750.0,5062238.0,3853374.0,4063972.0,2942033.0,991489.0,881974.0,2130.0,4647.0,3651962.0,5079538.0,3859508.0,2145746.0,234195.0,4551197.0,-17300.0,-6134.0,3452823.0,3538053.0,536706.0,604636.0,2916117.0,2933417.0,201900449349300720_public.xml
942722880,Plumas Rural Services Inc,CA,Quincy,95971,2017,2018-06-30,990,1980,"Plumas Rural Services is a northeastern California Community Based, NPO providing services and opportunities for the well being of local residents and families to improve quality of life and self sufficiency by promoting health, education, prevention and treatment.",107.0,32.0,5297270.0,5297270.0,4508018.0,5186654.0,3608276.0,81890.0,830577.0,0.0,28726.0,5181378.0,5120326.0,4432767.0,3078523.0,0.0,4795021.0,176944.0,75251.0,2673034.0,2421834.0,1442852.0,1368596.0,1230182.0,1053238.0,201900449349300830_public.xml
521404857,AIR FORCE RETIRED OFFICERS COMMUNITY - WASHINGTON DC,VA,POTOMAC FALLS,20165,2017,2017-12-31,990,1984,"FALCONS LANDING PROVIDES HOUSING AND SERVICES VIA A CONTINUING CARE RETIREMENT COMMUNITY TO RETIRED AND HONORABLY DISCHARGED MILITARY OFFICERS AND SENIOR RETIRED FEDERAL EMPLOYEES, THEIR SPOUSES AND WIDOWED SPOUSES",394.0,83.0,32487914.0,32157994.0,30574352.0,676200.0,329197.0,30605977.0,29799574.0,875817.0,0.0,,29894257.0,30022180.0,16391258.0,0.0,26269090.0,2263737.0,552172.0,83700962.0,79784448.0,93892125.0,93093940.0,-10191163.0,-13309492.0,201900449349301005_public.xml
770061994,ENVIRONMENTAL DEFENSE CENTER,CA,SANTA BARBARA,93101,2017,2018-03-31,990,1977,"SINCE 1977 WE HAVE EMPOWERED COMMUNITY BASED ORGANIZATIONS TO ADVANCE ENVIRONMENTAL PROTECTION. OUR PROGRAM AREAS INCLUDE CLIMATE AND ENERGY, OPEN SPACE AND WILDLIFE, CLEAN WATER AND SANTA BARBARA CHANNEL. WE PRIMARILY WORK WITHIN SANTA BARBARA, VENTURA AND SAN LUIS OBISPO COUNTIES. EDC IS ORGANIZED AS A SEC. 501(C)(3) NONPROFIT CORPORATION, AND PROVIDES LEGAL COUNSEL TO OTHER NONPROFIT ORGANIZATIONS. WE REMAIN THE ONLY SUCH PUBLIC INTEREST ENVIRONMENTAL LAW FIRM BETWEEN LOS ANGELES AND SAN FRANCISCO, AND THRIVE ON THE SUPPORT OF COMMUNITY MEMBERS FROM WITHIN OUR REGION AND BEYOND.",11.0,170.0,3191335.0,1882614.0,1209220.0,1228312.0,852745.0,302077.0,162296.0,177494.0,174731.0,,1303172.0,1135564.0,959796.0,138945.0,1030870.0,579442.0,73656.0,3111322.0,2530664.0,91823.0,109027.0,3019499.0,2421637.0,201900449349301095_public.xml
610669235,HOPKINSVILLE-CHRISTIAN CO,KY,HOPKINSVILLE,42240,2017,2018-06-30,990,1974,LOCAL PUBLIC LIBRARY - PROMOTE LITERACY - PUBLIC ACCESS TO LITERATURE IN VARIOUS FORMATS,26.0,,1074234.0,1074234.0,1030258.0,1015974.0,968990.0,46321.0,45931.0,11939.0,0.0,1015974.0,883460.0,880861.0,459187.0,0.0,826617.0,190774.0,149397.0,1476418.0,1283850.0,38879.0,37085.0,1437539.0,1246765.0,201900449349301325_public.xml
436042632,THE HARRY S TRUMAN LIBRARY INSTITUTE,MO,KANSAS CITY,64110,2017,2018-09-30,990,1957,"TO PRESERVE AND PROMOTE THE ENDURING LEGACY OF HARRY S. TRUMAN, AMERICA'S 33RD PRESIDENT.",11.0,26.0,17793608.0,4794561.0,3279478.0,3589917.0,2626654.0,82975.0,72034.0,1163628.0,-41959.0,,3527676.0,3160672.0,999356.0,802229.0,2294906.0,1266885.0,118806.0,13733703.0,12759299.0,0.0,0.0,13733703.0,12759299.0,201900449349301600_public.xml
920126047,Cross Road Health Ministries Inc,AK,Glenallen,995880589,2017,2018-03-31,990,1988,Federally Qualified Health Centers (FQHCs) serving the interior of Alaska.,89.0,45.0,5724550.0,5724550.0,5595834.0,1990425.0,2051340.0,3662428.0,3497308.0,97.0,71600.0,1964482.0,5778863.0,4596561.0,3584532.0,36359.0,4552739.0,-54313.0,999273.0,3440629.0,3575364.0,511642.0,592064.0,2928987.0,2983300.0,201900449349301655_public.xml
541115179,CONGRESSIONAL SCHOOL INC,VA,FALLS CHURCH,22042,2017,2018-08-31,990,1979,"WE PROVIDE AN INSPIRATIONAL AND CHALLENGING STUDENT-CENTERED EDUCATIONAL EXPERIENCE WITHIN OUR DIVERSE AND SUPPORTIVE COMMUNITY WHERE CHILDREN QUESTION, COLLABORATE, CREATE, AND LEAD.",410.0,200.0,19857441.0,14103940.0,13048624.0,370049.0,345666.0,13357722.0,12433392.0,111471.0,264698.0,,13584189.0,12775097.0,7945164.0,219095.0,9184278.0,519751.0,273527.0,17406824.0,15917235.0,14219289.0,13326782.0,3187535.0,2590453.0,201900459349300230_public.xml
237401836,WISCONSIN YOUTH COMPANY INC,WI,MADISON,537192250,2017,2018-08-31,990,1974,WYC EXISTS SO THAT THE CHILDREN OF SOUTH CENTRAL WISCONSIN THRIVE OUTSIDE THE SCHOOL DAY.,204.0,36.0,4949007.0,4932910.0,4638480.0,378643.0,362436.0,4507024.0,4257386.0,43498.0,3745.0,283904.0,4547815.0,4363143.0,2943304.0,0.0,3911487.0,385095.0,275337.0,3490795.0,3140618.0,1130616.0,1163986.0,2360179.0,1976632.0,201900459349300530_public.xml
582336332,ABLE SOUTH CAROLINAINC,SC,COLUMBIA,29210,2017,2018-09-30,990,1994,TO CREATE GREATER ACCESS AND OPPORTUNITIES FOR INDEPENDENCE THROUGH EMPOWERING INDIVIDUALS WITH DISABILITIES AND PROMOTING COMMUNITY INCLUSION.,53.0,0.0,2212878.0,2212878.0,1826835.0,2068164.0,1554788.0,128891.0,258905.0,4619.0,11204.0,2049340.0,2056552.0,1731144.0,1297825.0,0.0,1850897.0,156326.0,95691.0,644542.0,492185.0,81668.0,81656.0,562874.0,410529.0,201900459349301285_public.xml
941520332,NAZARETH HOUSE OF SAN RAFAEL INC,CA,SAN RAFAEL,94903,2017,2018-03-31,990,1946,TO PROVIDE ASSISTED LIVING AND RESIDENTIAL CARE TO THE ELDERLY POPULATION.,84.0,50.0,6496998.0,6477622.0,6192231.0,72080.0,77942.0,6398613.0,6105715.0,-2645.0,9574.0,,6273231.0,5851930.0,3745864.0,0.0,5734420.0,204391.0,340301.0,7548483.0,6424248.0,411579.0,494439.0,7136904.0,5929809.0,201900459349301345_public.xml
030276780,Catamount Film & Arts Company,VT,Saint Johnsbury,05819,2017,2018-04-30,990,1975,"THE MISSION OF CATAMOUNT FILM & ARTS IS TO INSPIRE APPRECIATION OF AND PARTICIPATION IN THE ARTS, PROMOTE THE ARTS THROUGHOUT THE REGION, AND CULTIVATE THE ARTS AS AN INTEGRAL PART OF COMMUNITY LIFE IN RURAL VERMONT AND NEW HAMPSIRE.",20.0,50.0,1335401.0,1219077.0,1240536.0,335269.0,603585.0,414770.0,360631.0,10797.0,458241.0,18450.0,1414791.0,1125756.0,463914.0,113172.0,1233559.0,-195714.0,114780.0,1419457.0,1503349.0,938480.0,825457.0,480977.0,677892.0,201900459349301480_public.xml
943056179,INK PEOPLE INC,CA,EUREKA,95501,2017,2018-03-31,990,1979,"THE INK PEOPLE CHANGES LIVES BY CONNECTING THE COMMUNITY WITH RESOURCES FOR CULTURAL DEVELOPMENT. WE ENCOURAGE PEOPLE TO EXERCISE THEIR HUMANITY, BUILD CIVIC DISCOURSE AND ENGAGE THEIR CREATIVE POTENTIAL. WE ARE WEAVING THE ARTS INTO THE FABRIC OF OUR COMMUNITY.",17.0,250.0,1092270.0,1089650.0,897839.0,400430.0,305669.0,630959.0,521060.0,20.0,58241.0,175900.0,1057017.0,831468.0,360843.0,4682.0,950676.0,32633.0,66371.0,288470.0,179690.0,126326.0,50179.0,162144.0,129511.0,201900459349301540_public.xml
943185735,AMETHOD PUBLIC SCHOOLS,CA,OAKLAND,94606,2017,2018-06-30,990,1994,TO PROVIDE A FUNDAMENTAL AND RIGOROUS COLLEGE PREPARATORY EDUCATION TO ANY STUDENT.,311.0,0.0,26898494.0,26898494.0,21801042.0,26898494.0,21801042.0,0.0,0.0,0.0,0.0,26315754.0,26588383.0,20781124.0,14828977.0,0.0,17641913.0,310111.0,1019918.0,17488744.0,14421749.0,9041413.0,6452754.0,8447331.0,7968995.0,201900459349301660_public.xml
760127748,INPRINT INC,TX,HOUSTON,77006,2017,2018-06-30,990,1983,"AS HOUSTON'S PREMIER LITERARY ARTS NONPROFIT ORGANIZATION, INPRINT ANNUALLY SERVES MORE THAN 12,000 READERS AND WRITERS OF FICTION, POETRY, AND CREATIVE NONFICTION. INPRINT PROGRAMS INCLUDE: LITERARY PERFORMANCE PROGRAMS, WRITING WORKSHOPS AND SUPPORT FOR THE NEXT GENERATION OF LITERARY WRITERS.",7.0,150.0,1357303.0,1245156.0,875159.0,845633.0,545711.0,245404.0,203030.0,154119.0,0.0,105220.0,1123649.0,1102950.0,450389.0,168017.0,857336.0,121507.0,-227791.0,5730695.0,5423551.0,5911.0,1903.0,5724784.0,5421648.0,201900459349302060_public.xml
042551175,MONTACHUSETT HOME CARE CORPORATION,MA,LEOMINSTER,01453,2017,2018-06-30,990,1974,THE ORGANIZATION PROVIDES SERVICES TO THE ELDERLY AND DISABLED POPULATION WITHIN THE MONTACHUSETT AREA.,150.0,89.0,19688413.0,19664198.0,20011958.0,14539990.0,15175176.0,5071037.0,4788358.0,46671.0,6500.0,13712689.0,19275561.0,19699916.0,6128308.0,1474.0,18283294.0,388637.0,312042.0,10722073.0,11089458.0,2199691.0,2994694.0,8522382.0,8094764.0,201900469349300635_public.xml
042573248,COMMUNITIES FOR PEOPLE INC,MA,BOSTON,02215,2017,2018-06-30,990,1976,"TO PROMOTE AND ENHANCE THE DEVELOPMENT OF PERSONS OF ALL AGES, AND THEIR FAMILIES THROUGH A VARIETY OF COMMUNITY BASED PROGRAMS AND SERVICES. THE ORGANIZATION PROMOTES PERMANENCY FOR ALL CHILDREN AND STABILITY, SAFETY AND WELL-BEING FOR ALL PERSONS. THE ORGANIZATION SUPPORTS CHILDREN AND THEIR FAMILIES THROUGH THE USE OF STRENGTH BASED APPROACHES THAT PROMOTE OPTIMAL COMMUNITY INTEGRATION. THE ORGANIZATION OPERATES FAMILY SUPPORT PROGRAMS, FOSTER HOMES, AND SMALL GROUP LIVING SETTINGS. THE AGENCY ALSO PROVIDES MANAGEMENT SUPPORT SERVICES TO OTHER NOT FOR PROFIT AGENCIES.",369.0,7.0,14444861.0,14444861.0,13944279.0,14244498.0,13651244.0,135257.0,224045.0,62757.0,2349.0,14233399.0,14355229.0,13486807.0,9243870.0,41361.0,12623238.0,89632.0,457472.0,6251962.0,6174538.0,2135766.0,2182908.0,4116196.0,3991630.0,201900469349301015_public.xml
941669545,ELEMENTARY INSTITUTE OF SCIENCE,CA,SAN DIEGO,92114,2017,2018-06-30,990,1969,Elementary Institute of Science (EIS) is a premier science enrichment center dedicated to developing STEM skills and interests in order to address the widening gap of under-represented students in science.,47.0,20.0,1210394.0,1210394.0,1031496.0,1038485.0,874971.0,154443.0,143419.0,12906.0,4560.0,,1042460.0,1022165.0,643662.0,42506.0,827493.0,167934.0,9331.0,5325646.0,5349307.0,56202.0,263672.0,5269444.0,5085635.0,201900469349301145_public.xml
521767577,GOVANS ECUMENICAL DEVELOPMENT CORP,MD,BALTIMORE,21218,2017,2018-03-31,990,1991,TO DEVELOP AFFORDABLE HOUSING WITH SUPPORTIVE SERVICES AND ASSIST IN MEETING EMERGENCY NEEDS OF COMMUNITY RESIDENTS,27.0,186.0,2386641.0,2357277.0,2129332.0,1903111.0,1613274.0,380031.0,460285.0,6089.0,68046.0,658348.0,2044559.0,2296078.0,983805.0,96225.0,1532025.0,312718.0,-166746.0,911592.0,950473.0,578424.0,1037036.0,333168.0,-86563.0,201900469349301230_public.xml
956058273,HOME OF GUIDING HANDS CORPORATION,CA,EL CAJON,92020,2017,2018-06-30,990,1961,TO IMPROVE THE LIVES OF THOSE WE SERVE BY PROVIDING THE HIGHEST QUALITY PERSON CENTERED SERVICE.,914.0,145.0,30457073.0,24733043.0,21613581.0,2824095.0,1103953.0,21724088.0,20371866.0,267792.0,-82932.0,1124614.0,22453846.0,20841290.0,16895757.0,428290.0,19552112.0,2279197.0,772291.0,22432359.0,20883127.0,8738211.0,9682390.0,13694148.0,11200737.0,201900469349301265_public.xml
341798850,ASIAN SERVICES IN ACTION INC,OH,AKRON,44304,2017,2018-06-30,990,1995,ASIAN SERVICES IN ACTION INC'S MISSION IS TO EMPOWER ASIAN AMERICANS AND PACIFIC ISLANDERS IN NORTHEAST OHIO TO ACCESS QUALITY CULTURAL AND LINGUISTICALLY APPROPRIATE INFORMATION AND SERVICES. THESE ACCOMPLISHMENTS ARE ACHIEVED BY VARIOUS PROGRAMS AND SERVICES.,100.0,500.0,5576445.0,5497131.0,4995909.0,4419193.0,4112406.0,1030611.0,859023.0,5158.0,42169.0,2897689.0,5389872.0,4782343.0,3493758.0,0.0,4610191.0,107259.0,213566.0,2664671.0,1563593.0,1125561.0,133186.0,1539110.0,1430407.0,201900469349301800_public.xml
916053563,LITTLE RED SCHOOL HOUSE INC,WA,EVERETT,98208,2017,2018-06-30,990,1963,PARTNER WITH FAMILIES TO SUPPORT YOUNG CHILDREN'S SUCCESS IN DAILY LIFE AND IN THE COMMUNITY.,98.0,95.0,6594552.0,6219672.0,4751040.0,972296.0,2150382.0,5250790.0,2550023.0,10823.0,-14237.0,461902.0,6188823.0,4954541.0,4998696.0,68217.0,5287596.0,30849.0,-203501.0,3469929.0,3437534.0,660654.0,668531.0,2809275.0,2769003.0,201900469349302110_public.xml
943126743,SEA MAR SKILLED NURSING FACILITY,WA,SEATTLE,98108,2017,2018-03-31,990,1993,TO PROVIDE SKILLED NURSING CARE SERVICES TO LOW INCOME AND ELDERLY POPULATIONS IN AN AFFORDABLE AND CULTURALLY SENSITIVE MANNER.,186.0,20.0,4007350.0,4007350.0,5820051.0,453.0,161894.0,3896557.0,5607032.0,2.0,110338.0,,4930662.0,6625061.0,3259456.0,0.0,4718966.0,-923312.0,-805010.0,6634013.0,7010882.0,2663592.0,2117149.0,3970421.0,4893733.0,201900469349302330_public.xml
364538203,TIGERS UNLIMITED FOUNDATION,AL,AUBURN,368310351,2017,2018-06-30,990,2002,TO PROVIDE SUPPORT FOR AUBURN UNIVERSITY INTERCOLLEGIATE ATHLETICS,0.0,0.0,59708070.0,50555188.0,49593472.0,49125488.0,47621526.0,104168.0,85811.0,1029199.0,296333.0,,43946890.0,37400685.0,0.0,3048333.0,38998649.0,6608298.0,12192787.0,76498065.0,69781522.0,7000594.0,6690614.0,69497471.0,63090908.0,201900499349300730_public.xml
453557534,JA Africa,MA,Boston,02111,2017,2018-06-30,990,2011,"JA empowers young people to own their econom success through volunteer-delivered prgrms which give students knowledge & skills in finan lit, work readiness & entrepreneurship.",0.0,1830.0,1508083.0,1508083.0,949483.0,1508152.0,944513.0,0.0,4970.0,0.0,-69.0,,1026342.0,1328754.0,323694.0,84664.0,909122.0,481741.0,-379271.0,277685.0,181990.0,176380.0,562426.0,101305.0,-380436.0,201900499349300920_public.xml
521734848,FAMILY LEAGUE OF BALTIMORE CITY INC,MD,BALTIMORE,21218,2017,2018-06-30,990,1991,"LEADS, DEVELOPES AND IMPLEMENTS COLLABORATIVE SOLUTIONS TO HELP STRUGGLING FAMILIES.",125.0,20.0,25248194.0,25248194.0,30093585.0,25240211.0,30090603.0,7680.0,2870.0,303.0,0.0,24320798.0,25064959.0,30077846.0,4280642.0,146980.0,24177772.0,183235.0,15739.0,8728424.0,9329306.0,5324334.0,6108451.0,3404090.0,3220855.0,201900509349300100_public.xml
203871291,Chicago Blackhawks Foundation,IL,Chicago,60611,2017,2018-06-30,990,2006,"To support programs and institutions throughout Illinois that work towards creating a better tomorrow for the youth of today. CBC believes in a series of fundamental principles that collectively serve to support local citizens and better the lives of youth in and around the city.We believe in aiding those who are homeless, ill, abused, or otherwise at risk treating individuals suffering from disabling effects of physical injury promoting health, fitness and teamwork repressing risk-related behavior such as drug use, gang involvement and crime facilitating positive educational experiences that illustrate the power of learning",0.0,70.0,2947393.0,1977741.0,1847440.0,513701.0,570468.0,0.0,,5770.0,1458270.0,,1973929.0,2423493.0,0.0,0.0,1922606.0,3812.0,-576053.0,3112495.0,3848138.0,1500595.0,2240050.0,1611900.0,1608088.0,201900509349300420_public.xml
750827421,Dallas Theological Seminary,TX,Dallas,75204,2017,2018-06-30,990,1924,The mission of Dallas Theological Seminary is to glorify God by equipping godly servant-leaders for the proclamation of His Word and the building up of the body of Christ worldwide.,643.0,39.0,42456428.0,41548199.0,40453371.0,16023956.0,16224341.0,23789019.0,23136764.0,1138277.0,596947.0,,39393992.0,39216070.0,23297052.0,3252675.0,24869022.0,2154207.0,1237301.0,104813026.0,102824063.0,38653519.0,41326849.0,66159507.0,61497214.0,201900509349300600_public.xml
240828149,LYCOMING COUNTY UNITED WAY INC,PA,WILLIAMSPORT,17701,2017,2018-06-30,990,1936,"""MOBILIZING RESOURCES TO IMPROVE LIVES""",8.0,300.0,1728053.0,1434626.0,1388430.0,1397698.0,1319612.0,4499.0,17215.0,32429.0,0.0,153798.0,1444813.0,1634280.0,310910.0,136208.0,1106697.0,-10187.0,-245850.0,2807713.0,2612208.0,95472.0,65857.0,2712241.0,2546351.0,201900509349300910_public.xml
383650339,GLEN ECHO PARK PARTNERSHIP FOR,MD,GLEN ECHO,20812,2017,2018-06-30,990,2002,"THE PARTNERSHIP PRESENTS VIBRANT ARTISTIC, CULTURAL, AND EDUCATIONAL OFFERINGS AT GLEN ECHO PARK AND PROMOTES THE PARK AS A UNIQUE DESTINATION FOR OUR REGION'S DIVERSE POPULATION. THE PARTNERSHIP NURTURES A DYNAMIC COMMUNITY OF ARTISTS AND PERFORMERS WHILE PRESERVING AND MANAGING HISTORIC FACILITIES WITHIN A NATIONAL PARK.",54.0,1500.0,2468029.0,2409523.0,1984944.0,915598.0,490455.0,1346629.0,1353803.0,2032.0,145264.0,573105.0,2092898.0,1893810.0,1012090.0,182413.0,1788252.0,316625.0,91134.0,2443057.0,2068940.0,748033.0,690541.0,1695024.0,1378399.0,201900509349301200_public.xml
030442302,SOUTHSIDE ACADEMY CHARTER SCHOOL,NY,SYRACUSE,13207,2017,2018-06-30,990,2002,"TO OPERATE A PUBLIC CHARTER SCHOOL WHICH PROVIDES EDUCATION BASED ON RIGOROUS TEACHING METHODS, PARENTAL INVOLVEMENT, STUDENT RESPONSIBILITY, AND BASIC MORAL VALUES.",0.0,62.0,9851564.0,9851564.0,9943605.0,9827262.0,9910411.0,24302.0,33194.0,0.0,0.0,9827262.0,9834865.0,9959957.0,5138853.0,0.0,7860660.0,16699.0,-16352.0,460857.0,793991.0,383444.0,733277.0,77413.0,60714.0,201900519349300315_public.xml
550633523,ROARK-SULLIVAN LIFEWAY CENTER INC,WV,CHARLESTON,25326,2017,2018-06-30,990,1983,PROVIDE A MEN'S SHELTER,54.0,35.0,1597974.0,1589393.0,1813557.0,1555399.0,1727413.0,0.0,0.0,7.0,33987.0,1363285.0,1673484.0,2033776.0,1043151.0,4937.0,1624318.0,-84091.0,-220219.0,2230877.0,2354953.0,407697.0,421949.0,1823180.0,1933004.0,201900519349300440_public.xml
311745051,EARLY LEARNING COALITION OF OKALOOSA,FL,SHALIMAR,32579,2017,2018-06-30,990,2000,TO SUPPORT THE SUCCESS OF EVERY CHILD AND THEIR FAMILY THROUGH QUALITY EARLY EDUCATION AND CARE.,31.0,5.0,13631016.0,13567137.0,13411659.0,13427927.0,13403480.0,0.0,0.0,139210.0,0.0,13320962.0,13436953.0,13431043.0,1154769.0,0.0,12875890.0,130184.0,-19384.0,1112994.0,1140292.0,823204.0,980686.0,289790.0,159606.0,201900519349300820_public.xml
042604427,CUTCHINS PROGRAMS FOR CHILDREN,MA,NORTHAMPTON,01060,2017,2018-06-30,990,1975,"CUTCHINS PROGRAMS FOR CHILDREN & FAMILIES HAS OVER 40 YEARS OF PROVIDING UNCOMPROMISING CARE NOT EASILY FOUND IN TODAY'S HEALTH CARE ENVIRONMENT. THE RESIDENTIAL, OUTPATIENT, AND SPECIAL EDUCATION SERVICES PROVIDE CHILDREN AND FAMILIES STRUGGLING WITH THE EFFECTS OF TRAUMA AND MENTAL ILLNESS A SANCTUARY OF SAFETY AND CARE.",241.0,6.0,7452349.0,7334232.0,7689043.0,63790.0,62117.0,7185795.0,7537189.0,26496.0,58151.0,,7774939.0,7634740.0,6428165.0,56891.0,6927039.0,-440707.0,54303.0,2663775.0,3001076.0,1764009.0,1653653.0,899766.0,1347423.0,201900529349300010_public.xml
232798692,LANTERN THEATER COMPANY,PA,PHILADELPHIA,19105,2017,2018-06-30,990,1994,TO PRODUCE PLAYS THAT ILLUMINATE WHAT IS ESSENTIAL IN THE HUMAN SPIRIT,62.0,600.0,1587261.0,1568188.0,1595779.0,733502.0,981333.0,827924.0,599738.0,1835.0,4927.0,20653.0,1510174.0,1262854.0,911786.0,86489.0,1118862.0,58014.0,332925.0,1292073.0,1171475.0,314761.0,252177.0,977312.0,919298.0,201900529349300115_public.xml
221487233,Kent Place School,NJ,SUMMIT,07901,2017,2018-06-30,990,1894,SEE SCHEDULE O,375.0,525.0,40239175.0,31682926.0,32425692.0,3141228.0,5484541.0,27187353.0,25977871.0,1052603.0,301742.0,,29910324.0,28971784.0,18105718.0,1264116.0,20676257.0,1772602.0,3453908.0,67948989.0,70524444.0,10398821.0,14898182.0,57550168.0,55626262.0,201900529349300430_public.xml
135562230,GRAND STREET SETTLEMENT INC,NY,NEW YORK,10002,2017,2018-06-30,990,1916,SEE SCHEDULE O,701.0,150.0,21359183.0,21170707.0,20992710.0,20977846.0,20916324.0,149702.0,197561.0,158855.0,-115696.0,18378782.0,20975986.0,19970615.0,14750019.0,828581.0,17224654.0,194721.0,1022095.0,13555006.0,12653132.0,2655297.0,2512364.0,10899709.0,10140768.0,201900529349300535_public.xml
133516262,Harlem Congregations for Community,NY,New York,10039,2017,2018-06-30,990,1988,"TO PROVIDE ECONOMIC DEVELOPMENT OPPORTUNITIES AND EMPOWERMENT OF HARLEM RESIDENTS TO REBUILD THEIR COMMUNITY. THE GOALS ARE AFFORDABLE RENTAL HOUSING AND OWNERSHIP, JOB TRAINING, COMMUNITY YOUTH PROGRAMMING.",35.0,13.0,3870942.0,3842147.0,3675098.0,2328641.0,2127849.0,1165887.0,1354809.0,29.0,347590.0,1710066.0,3500224.0,3758795.0,1941187.0,222448.0,2592276.0,341923.0,-83697.0,5852479.0,5342705.0,1963236.0,1795385.0,3889243.0,3547320.0,201900529349300710_public.xml
